温馨提示,#genre#
CCTV-9,rtmp://play.kankanlive.com/live/1698423397390920
CCTV-9,http://8.138.7.223/tv/dl/careryun.php?id=12
CCTV-9,http://8.138.7.223/tv/dl/douyincdn.php?id=9
CCTV-9,http://xn--z6ut02b.xn--qoqw77q.top/zb.php?id=cctv9
CCTV-9,http://ms.fxim.net:808/hls/9/index.m3u8
CCTV-9,http://ddns.cyruslee.top:8888/udp/239.77.1.160:5146
CCTV-10,rtmp://play.kankanlive.com/live/1698423445959919
CCTV-10,http://xn--z6ut02b.xn--qoqw77q.top/zb.php?id=cctv10
CCTV-10,http://8.138.7.223/tv/dl/careryun.php?id=13
CCTV-10,http://8.138.7.223/tv/dl/douyincdn.php?id=10
CCTV-10,http://150.158.112.123/公众号玉玉应用笔记/php/综合/migu1.php?id=cctv10
CCTV-10,http://222.134.245.16:9901/tsfile/live/0010_1.m3u8
CCTV-11,http://xn--z6ut02b.xn--qoqw77q.top/zb.php?id=cctv11
CCTV-11,http://111.194.11.30:8188/rtp/239.3.1.152:8120
CCTV-11,http://e2.woc.iiiya.cn:28888/rtp/239.61.4.21:1025
CCTV-11,http://tcpsit.vicp.net:8811/udp/225.1.8.73:8120
CCTV-11,http://222.134.245.16:9901/tsfile/live/0011_1.m3u8
CCTV-11,https://ldocctvwbcdbd.a.bdydns.com/ldocctvwbcd/cdrmldcctv11_1/index.m3u8?BR=td
CCTV-12,rtmp://play.kankanlive.com/live/1698423511884917
CCTV-12,http://xn--z6ut02b.xn--qoqw77q.top/zb.php?id=cctv12
CCTV-12,http://150.158.112.123/公众号玉玉应用笔记/php/综合/migu1.php?id=cctv12
CCTV-12,http://tcpsit.vicp.net:8811/udp/225.1.8.12:8124
CCTV-12,http://e2.woc.iiiya.cn:28888/rtp/239.61.5.64:1025
CCTV-12,http://222.134.245.16:9901/tsfile/live/0012_1.m3u8
CCTV-13,rtmp://play.kankanlive.com/live/1698423543275916
CCTV-13,http://xn--z6ut02b.xn--qoqw77q.top/zb.php?id=cctv13
CCTV-13,http://tcpsit.vicp.net:8811/udp/225.1.8.168:8130
CCTV-13,http://150.158.112.123/公众号玉玉应用笔记/php/综合/migu1.php?id=cctv13
CCTV-13,http://36.36.200.198:44330/tsfile/live/0014_1.m3u8
CCTV-13,http://112.101.78.50:9901/tsfile/live/0013_1.m3u8
CCTV-14,rtmp://play.kankanlive.com/live/1698423575756915
CCTV-14,http://xn--z6ut02b.xn--qoqw77q.top/zb.php?id=cctv14
CCTV-14,http://8.138.7.223/tv/dl/careryun.php?id=17
CCTV-14,http://8.138.7.223/tv/dl/douyincdn.php?id=14
CCTV-14,http://150.158.112.123/公众号玉玉应用笔记/php/综合/migu1.php?id=cctv14
CCTV-14,http://tcpsit.vicp.net:8811/udp/225.1.8.14:8132
CCTV-15,http://8.138.7.223/tv/dl/careryun.php?id=18
CCTV-15,http://8.138.7.223/tv/dl/douyincdn.php?id=15
CCTV-15,http://xn--z6ut02b.xn--qoqw77q.top/zb.php?id=cctv15
CCTV-15,http://e2.woc.iiiya.cn:28888/rtp/239.61.4.25:1025
CCTV-15,http://150.158.112.123/公众号玉玉应用笔记/php/综合/migu1.php?id=cctv15
CCTV-15,http://222.134.245.16:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-16,http://e2.woc.iiiya.cn:28888/rtp/239.61.4.135:1025
CCTV-16,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV16
CCTV-16,http://ddns.cyruslee.top:8888/udp/239.77.0.165:5146
CCTV-16,http://111.194.11.30:8188/rtp/239.3.1.184:8001
CCTV-16,http://home.yulei.online:9999/udp/226.0.1.118:2032
CCTV-16,http://zqh2333.top:2222/rtp/239.93.55.54:5140
CCTV-17,rtmp://play.kankanlive.com/live/1698423272597921
CCTV-17,http://xn--z6ut02b.xn--qoqw77q.top/zb.php?id=cctv17
CCTV-17,http://8.138.7.223/tv/dl/careryun.php?id=19
CCTV-17,http://222.134.245.16:9901/tsfile/live/0019_1.m3u8
CCTV-17,http://e2.woc.iiiya.cn:28888/rtp/239.61.5.158:1025
CCTV-17,http://ddns.cyruslee.top:8888/udp/239.77.1.121:5146
CCTV-4美洲,http://xn--z6ut02b.xn--qoqw77q.top/zb.php?id=cctv4a
CCTV-4美洲,http://111.194.11.30:8188/rtp/239.3.1.214:4220
CCTV-4美洲,http://150.158.112.123/公众号玉玉应用笔记/php/综合/migu1.php?id=cctv4a
CCTV-4欧洲,http://xn--z6ut02b.xn--qoqw77q.top/zb.php?id=cctv4o
CCTV-4欧洲,http://111.194.11.30:8188/rtp/239.3.1.213:4220
CCTV-4欧洲,http://150.158.112.123/公众号玉玉应用笔记/php/综合/migu1.php?id=cctv4o
CETV1,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=cetv4&videoTVChannel=cetv4&P2PChannelID=pd://cctv_p2p_hdcetv4&tai=cetv4&VideoName=cetv4&channelID=cetv4
CETV1,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=cetv1&videoTVChannel=cetv1&P2PChannelID=pd://cctv_p2p_hdcetv1&tai=cetv1&VideoName=cetv1&channelID=cetv1
CETV1,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=cetv2&videoTVChannel=cetv2&P2PChannelID=pd://cctv_p2p_hdcetv2&tai=cetv2&VideoName=cetv2&channelID=cetv2
CETV1,http://120.198.95.220:9901/tsfile/live/1039_1.m3u8?key=txiptv
CETV1,rtsp://115.153.254.81/PLTV/88888888/224/3221226858/63768493.smil
CETV1,rtsp://115.153.240.228:554/PLTV/88888888/224/3221226858/63768493.smil
CETV2,rtsp://115.153.254.81/PLTV/88888888/224/3221226978/85722625.smil
CETV2,rtsp://115.153.240.228:554/PLTV/88888888/224/3221226978/85722625.smil
CETV2,rtsp://115.153.212.72/PLTV/88888888/224/3221226978/85722625.smil
CETV2,rtsp://115.153.233.154/PLTV/88888888/224/3221226978/85722625.smil
CETV4,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
CETV4,rtsp://116.176.26.18/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil
CETV4,rtsp://180.95.143.19/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil
CETV4,rtsp://115.85.232.19/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil
CETV4,rtsp://60.13.39.19/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil
CETV4,rtsp://60.13.23.179/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil
文化精品,http://ddns.cyruslee.top:8888/udp/239.253.43.13:5146
文化精品,http://ddns.cyruslee.top:8888/udp/239.253.43.27:5146
文化精品,http://home.yulei.online:9999/udp/226.0.2.219:9664
文化精品,http://home.yulei.online:9999/udp/226.0.1.162:2108
文化精品,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=ysjp&apiKey=73c963d13814ce7d0e4743c5e7d033cc
文化精品,http://183.11.239.36:808/hls/97/index.m3u8
央视台球,http://ddns.cyruslee.top:8888/udp/239.253.43.11:5146
央视台球,http://ddns.cyruslee.top:8888/udp/239.253.43.21:5146
央视台球,http://home.yulei.online:9999/udp/226.0.2.216:9640
央视台球,http://home.yulei.online:9999/udp/226.0.1.181:2118
央视台球,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=ystq&apiKey=73c963d13814ce7d0e4743c5e7d033cc
央视台球,http://183.11.239.36:808/hls/73/index.m3u8
风云音乐,http://ddns.cyruslee.top:8888/udp/239.253.43.6:5146
风云音乐,http://ddns.cyruslee.top:8888/udp/239.253.43.29:5146
风云音乐,http://home.yulei.online:9999/udp/226.0.1.164:2109
风云音乐,http://home.yulei.online:9999/udp/226.0.2.220:9672
风云音乐,http://183.11.239.36:808/hls/99/index.m3u8
风云音乐,http://dassby.qqff.top:99/live/风云音乐/index.m3u8
第一剧场,http://ddns.cyruslee.top:8888/udp/239.253.43.15:5146
第一剧场,http://ddns.cyruslee.top:8888/udp/239.253.43.28:5146
第一剧场,http://120.198.95.220:9901/tsfile/live/1071_1.m3u8?key=txiptv
第一剧场,http://home.yulei.online:9999/udp/226.0.1.167:2110
第一剧场,http://home.yulei.online:9999/udp/226.0.2.221:9680
第一剧场,http://183.11.239.36:808/hls/98/index.m3u8
风云剧场,http://ddns.cyruslee.top:8888/udp/239.253.43.16:5146
风云剧场,http://ddns.cyruslee.top:8888/udp/239.253.43.26:5146
风云剧场,http://home.yulei.online:9999/udp/226.0.1.212:2133
风云剧场,http://home.yulei.online:9999/udp/226.0.2.227:9728
风云剧场,http://183.11.239.36:808/hls/95/index.m3u8
风云剧场,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=fyjc&apiKey=73c963d13814ce7d0e4743c5e7d033cc
怀旧剧场,http://ddns.cyruslee.top:8888/udp/239.253.43.5:5146
怀旧剧场,http://ddns.cyruslee.top:8888/udp/239.253.43.25:5146
怀旧剧场,http://home.yulei.online:9999/udp/226.0.1.182:2121
怀旧剧场,http://home.yulei.online:9999/udp/226.0.2.224:9704
怀旧剧场,http://111.61.236.247:9081/hls/67/index.m3u8
怀旧剧场,http://183.11.239.36:808/hls/92/index.m3u8
女性时尚,http://ddns.cyruslee.top:8888/udp/239.253.43.8:5146
女性时尚,http://ddns.cyruslee.top:8888/udp/239.253.43.23:5146
女性时尚,http://home.yulei.online:9999/udp/226.0.2.226:9720
女性时尚,http://home.yulei.online:9999/udp/226.0.1.210:2128
女性时尚,http://111.61.236.247:9081/hls/59/index.m3u8
女性时尚,http://183.11.239.36:808/hls/12/index.m3u8
高尔夫网球,http://nas.hssvm.com:8888/udp/225.1.1.182:5002
高尔夫网球,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=gefwq&apiKey=73c963d13814ce7d0e4743c5e7d033cc
风云足球,http://ddns.cyruslee.top:8888/udp/239.253.43.14:5146
风云足球,http://ddns.cyruslee.top:8888/udp/239.253.43.20:5146
风云足球,http://202.102.201.244:40022/rtp/238.1.79.57:4592
风云足球,http://home.yulei.online:9999/udp/226.0.1.209:2122
风云足球,http://home.yulei.online:9999/udp/226.0.2.225:9712
风云足球,http://120.238.94.10:9901/tsfile/live/1087_1.m3u8
电视指南,http://183.11.239.36:808/hls/13/index.m3u8
电视指南,http://ygbh.site/php/bfgd.php?id=164
世界地理,http://ddns.cyruslee.top:8888/udp/239.253.43.7:5146
世界地理,http://ddns.cyruslee.top:8888/udp/239.253.43.24:5146
世界地理,http://home.yulei.online:9999/udp/226.0.1.169:2111
世界地理,http://home.yulei.online:9999/udp/226.0.2.222:9688
世界地理,http://111.61.236.247:9081/hls/62/index.m3u8
世界地理,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=sjdl&apiKey=73c963d13814ce7d0e4743c5e7d033cc
兵器科技,http://ddns.cyruslee.top:8888/udp/239.253.43.9:5146
兵器科技,http://ddns.cyruslee.top:8888/udp/239.253.43.18:5146
兵器科技,http://home.yulei.online:9999/udp/226.0.2.223:9696
兵器科技,http://home.yulei.online:9999/udp/226.0.1.171:2115
兵器科技,http://120.238.94.10:9901/tsfile/live/1096_1.m3u8
兵器科技,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=gfjs&apiKey=73c963d13814ce7d0e4743c5e7d033cc

📡卫视频道,#genre#
广东卫视,http://satellitepull.cnr.cn/live/wxgdws/playlist.m3u8
广东卫视,http://8.138.7.223/tv/dl/careryun.php?id=27
广东卫视,http://xn--z6ut02b.xn--qoqw77q.top/zb.php?id=gdws
广东卫视,http://150.158.112.123/公众号玉玉应用笔记/php/综合/migu1.php?id=gdws
广东卫视,http://ddns.cyruslee.top:8888/udp/239.77.0.166:5146
广东卫视,http://ddns.cyruslee.top:8888/udp/239.77.1.2:5146
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq/playlist.m3u8?wsSession=58fb87f3f5d08acd48abbc8e-173873172945927&wsIPSercert=326441c8ea9fc08387baba37c36305fd
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wssession=e5b4ef626c5980be2fbdf2e7158332927312639&wsipsercert=6f8d45434604e7d22f5b0abbc0231d01&wsmonitor=0
香港卫视,https://piccpndali.v.myalicdn.com/audio/xianggangweishi_2.m3u8
香港卫视,http://ali.hlspull.yximgs.com/live/e4cdc29ece0f439c83e323c7fe101baf.flv
香港卫视,http://ali.hlspull.yximgs.com/live/eea4320702064c7f98f83a0e980a5b91.flv
浙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=56747a&tk=922ba46651d3
浙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6c4032&tk=922ba46651d3
浙江卫视,http://8.138.7.223/tv/dl/careryun.php?id=22
浙江卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=19
浙江卫视,http://tcpsit.vicp.net:8811/udp/225.1.8.46:8036
浙江卫视,http://222.134.245.16:9901/tsfile/live/0124_1.m3u8
湖南卫视,http://61.184.46.85:9901/tsfile/live/1002_1.m3u8
湖南卫视,http://222.134.245.16:9901/tsfile/live/0128_1.m3u8
湖南卫视,http://119.32.12.17:2901/udp/224.1.100.98:11111
湖南卫视,http://qwt.zhibotv.top:2016/全网通.php?id=湖南卫视
湖南卫视,http://180.165.24.227:4022/rtp/239.45.3.228:5140
湖南卫视,http://61.156.228.12:8154/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8
北京卫视,http://8.138.7.223/tv/dl/careryun.php?id=24
北京卫视,http://222.134.245.16:9901/tsfile/live/0122_1.m3u8
北京卫视,http://61.184.46.85:9901/tsfile/live/1010_1.m3u8
北京卫视,http://123.159.35.24:9901/tsfile/live/0119_2.m3u8
北京卫视,http://qwt.zhibotv.top:2016/全网通.php?id=北京卫视
湖北卫视,http://8.138.7.223/tv/dl/careryun.php?id=28
湖北卫视,http://xn--z6ut02b.xn--qoqw77q.top/zb.php?id=hubws
湖北卫视,http://123.159.35.24:9901/tsfile/live/0132_1.m3u8
湖北卫视,http://www.745612.xyz:7788/rtp/235.254.198.72:1564
湖北卫视,http://222.134.245.16:9901/tsfile/live/0132_1.m3u8
湖北卫视,http://150.158.112.123/公众号玉玉应用笔记/php/综合/migu1.php?id=hubws
黑龙江卫视,http://61.184.46.85:9901/tsfile/live/1014_1.m3u8
黑龙江卫视,http://tcpsit.vicp.net:8811/udp/225.1.8.42:8016
黑龙江卫视,http://222.134.245.16:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://qwt.zhibotv.top:2016/全网通.php?id=黑龙江卫视
黑龙江卫视,http://180.165.26.135:4022/rtp/239.45.3.232:5140
黑龙江卫视,http://111.194.11.30:8188/rtp/239.3.1.133:8016
安徽卫视,http://8.138.7.223/tv/dl/careryun.php?id=26
安徽卫视,http://tcpsit.vicp.net:8811/udp/225.1.8.52:8064
安徽卫视,http://61.184.46.85:9901/tsfile/live/1006_1.m3u8
安徽卫视,http://qwt.zhibotv.top:2016/全网通.php?id=安徽卫视
安徽卫视,http://123.159.35.24:9901/tsfile/live/0116_1.m3u8
安徽卫视,http://111.194.11.30:8188/rtp/239.3.1.211:8064
重庆卫视,http://8.138.7.223/tv/dl/careryun.php?id=37
重庆卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=28
重庆卫视,http://61.184.46.85:9901/tsfile/live/1015_1.m3u8
重庆卫视,http://tcpsit.vicp.net:8811/udp/225.1.8.172:8162
重庆卫视,http://222.134.245.16:9901/tsfile/live/0142_1.m3u8
重庆卫视,http://180.165.26.135:4022/rtp/239.45.1.84:5140
东方卫视,http://xn--z6ut02b.xn--qoqw77q.top/zb.php?id=dfws
东方卫视,http://tcpsit.vicp.net:8811/udp/225.1.8.45:8032
东方卫视,http://222.134.245.16:9901/tsfile/live/0107_1.m3u8
东方卫视,http://150.158.112.123/公众号玉玉应用笔记/php/综合/migu1.php?id=dfws
东方卫视,http://qwt.zhibotv.top:2016/全网通.php?id=东方卫视
东方卫视,http://113.195.8.230:9901/tsfile/live/0107_2.m3u8?key=txiptv&playlive=0&authid=0
东南卫视,http://8.138.7.223/tv/fjtv.php
东南卫视,http://satellitepull.cnr.cn/live/wx32fjws/playlist.m3u8
东南卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=22
东南卫视,http://8.138.7.223/tv/dl/careryun.php?id=33
东南卫视,http://tcpsit.vicp.net:8811/udp/225.1.8.79:8148
东南卫视,http://61.184.46.85:9901/tsfile/live/1019_1.m3u8
甘肃卫视,http://satellitepull.cnr.cn/live/wxgsws/playlist.m3u8
甘肃卫视,http://tvbox6.icu/tv/migu.php?id=gsws
甘肃卫视,http://8.138.7.223/tv/dl/careryun.php?id=45
甘肃卫视,http://222.134.245.16:9901/tsfile/live/0141_1.m3u8
甘肃卫视,http://e2.woc.iiiya.cn:28888/rtp/239.61.5.111:1025
甘肃卫视,http://zqh2333.top:2222/rtp/239.93.24.81:5140
广西卫视,http://8.138.7.223/tv/dl/careryun.php?id=40
广西卫视,http://e2.woc.iiiya.cn:28888/rtp/239.61.4.50:1025
广西卫视,http://qwt.zhibotv.top:2016/全网通.php?id=广西卫视
广西卫视,http://180.165.26.135:4022/rtp/239.45.0.5:5140
广西卫视,http://113.195.8.230:9901/tsfile/live/0113_2.m3u8?key=txiptv&playlive=0&authid=0
广西卫视,http://123.159.35.24:9901/tsfile/live/0113_1.m3u8
贵州卫视,http://222.134.245.16:9901/tsfile/live/0120_1.m3u8
贵州卫视,http://qwt.zhibotv.top:2016/全网通.php?id=贵州卫视
贵州卫视,http://180.165.26.135:4022/rtp/239.45.1.80:5140
贵州卫视,http://8.138.7.223/tv/dl/careryun.php?id=39
贵州卫视,http://tcpsit.vicp.net:8811/udp/225.1.8.77:8076
贵州卫视,http://123.159.35.24:9901/tsfile/live/0139_1.m3u8
海南卫视,http://103.96.72.37:17777/tv/hainan.php
海南卫视,http://xn--z6ut02b.xn--qoqw77q.top/zb.php?id=hinws
海南卫视,http://150.158.112.123/公众号玉玉应用笔记/php/综合/migu1.php?id=hinws
海南卫视,http://61.184.46.85:9901/tsfile/live/1018_1.m3u8
海南卫视,http://qwt.zhibotv.top:2016/全网通.php?id=海南卫视
海南卫视,http://180.165.26.135:4022/rtp/239.45.1.81:5140
河北卫视,http://8.138.7.223/tv/dl/careryun.php?id=34
河北卫视,http://61.184.46.85:9901/tsfile/live/1013_1.m3u8
河北卫视,http://222.134.245.16:9901/tsfile/live/0117_1.m3u8
河北卫视,http://qwt.zhibotv.top:2016/全网通.php?id=河北卫视
河北卫视,http://tcpsit.vicp.net:8811/udp/225.1.8.76:8002
河北卫视,http://180.165.26.135:4022/rtp/239.45.1.44:5140
河南卫视,http://103.96.72.37:17777/tv/henan.php
河南卫视,http://1.94.31.214/php/hntv.php
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws
河南卫视,http://satellitepull.cnr.cn/live/wxhnws/playlist.m3u8
河南卫视,http://8.138.7.223/tv/dl/careryun.php?id=38
河南卫视,http://home.yulei.online:9999/udp/226.0.1.201:2064
吉林卫视,http://satellitepull.cnr.cn/live/wxjlws/playlist.m3u8
吉林卫视,http://8.138.7.223/tv/dl/careryun.php?id=41
吉林卫视,http://150.158.112.123/公众号玉玉应用笔记/php/综合/migu1.php?id=jlws
吉林卫视,http://111.194.11.30:8188/rtp/239.3.1.240:8172
吉林卫视,http://xn--z6ut02b.xn--qoqw77q.top/zb.php?id=jlws
吉林卫视,http://home.yulei.online:9999/udp/226.0.1.220:2068
江苏卫视,http://xn--z6ut02b.xn--qoqw77q.top/zb.php?id=jsws
江苏卫视,http://8.138.7.223/tv/dl/careryun.php?id=23
江苏卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=21
江苏卫视,http://111.194.11.30:8188/rtp/239.3.1.135:8028
江苏卫视,http://61.184.46.85:9901/tsfile/live/1005_1.m3u8
江苏卫视,http://150.158.112.123/公众号玉玉应用笔记/php/综合/migu1.php?id=jsws
江西卫视,http://xn--z6ut02b.xn--qoqw77q.top/zb.php?id=jxws
江西卫视,http://8.138.7.223/tv/dl/careryun.php?id=30
江西卫视,http://111.194.11.30:8188/rtp/239.3.1.123:8164
江西卫视,http://tcpsit.vicp.net:8811/udp/225.1.8.171:8166
江西卫视,http://home.yulei.online:9999/udp/226.0.1.219:2067
江西卫视,http://150.158.112.123/公众号玉玉应用笔记/php/综合/migu1.php?id=jxws
辽宁卫视,http://8.138.7.223/tv/dl/careryun.php?id=36
辽宁卫视,http://111.194.11.30:8188/rtp/239.3.1.210:8056
辽宁卫视,http://tcpsit.vicp.net:8811/udp/225.1.8.51:8056
辽宁卫视,http://222.134.245.16:9901/tsfile/live/0121_1.m3u8
辽宁卫视,http://qwt.zhibotv.top:2016/全网通.php?id=辽宁卫视
辽宁卫视,http://123.159.35.24:9901/tsfile/live/0121_1.m3u8
内蒙古卫视,https://hyf000.eu.org/80947108/NMGWS
内蒙古卫视,http://home.yulei.online:9999/udp/226.0.2.63:8416
内蒙古卫视,http://111.194.11.30:8188/rtp/239.3.1.43:8176
内蒙古卫视,http://180.165.26.135:4022/rtp/239.45.1.238:5140
内蒙古卫视,http://180.165.24.227:4022/rtp/239.45.1.238:5140
内蒙古卫视,http://zqh2333.top:2222/rtp/239.93.24.8:5140
宁夏卫视,http://home.yulei.online:9999/udp/226.0.2.64:8424
宁夏卫视,http://111.194.11.30:8188/rtp/239.3.1.46:8124
宁夏卫视,http://180.165.24.227:4022/rtp/239.45.1.213:5140
宁夏卫视,http://180.165.26.135:4022/rtp/239.45.1.213:5140
宁夏卫视,http://zqh2333.top:2222/rtp/239.93.24.247:5140
宁夏卫视,http://ddns.cyruslee.top:8888/udp/239.77.0.73:5146
青海卫视,http://xn--z6ut02b.xn--qoqw77q.top/zb.php?id=qhws
青海卫视,http://150.158.112.123/公众号玉玉应用笔记/php/综合/migu1.php?id=qhws
青海卫视,http://qwt.zhibotv.top:2016/全网通.php?id=青海卫视
青海卫视,http://ddns.cyruslee.top:8888/udp/239.77.1.150:5146
青海卫视,http://home.yulei.online:9999/udp/226.0.2.59:8384
青海卫视,http://111.194.11.30:8188/rtp/239.3.1.44:8184
山东卫视,http://satellitepull.cnr.cn/live/wxsdws/playlist.m3u8
山东卫视,http://111.194.11.30:8188/rtp/239.3.1.209:8052
山东卫视,http://222.134.245.16:9901/tsfile/live/0131_1.m3u8
山东卫视,http://qwt.zhibotv.top:2016/全网通.php?id=山东卫视
山东卫视,http://180.165.24.227:4022/rtp/239.45.3.238:5140
山东卫视,http://36.36.200.198:44330/tsfile/live/0131_1.m3u8
